epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,17.3725,1.12212,2.8196,1.40471,0.66207,0.45455,0.58467,0.37067,1.1898,2.71399,1.42057,0.000542114,0.000542114,0.000542114
2,23.6394,1.27617,2.12164,1.497,0.74826,0.38989,0.47186,0.20973,1.48756,2.57619,1.89021,0.00108691,0.00108691,0.00108691
3,30.2516,1.37432,2.08344,1.56612,0.33162,0.54545,0.31915,0.1305,1.92285,3.14396,2.325,0.00162071,0.00162071,0.00162071
4,35.5842,1.41553,2.06268,1.59906,0.65559,0.58893,0.59109,0.32753,1.41736,2.77696,1.78459,0.00161749,0.00161749,0.00161749
5,40.3009,1.38195,1.89692,1.5532,0.48642,0.5,0.49188,0.25228,1.83615,3.03147,2.00353,0.00160099,0.00160099,0.00160099
6,45.4111,1.38026,1.78581,1.53907,0.67725,0.56818,0.65704,0.38348,1.51519,3.14497,1.87706,0.00158448,0.00158448,0.00158448
7,51.0833,1.34413,1.71083,1.54233,0.61886,0.60369,0.62147,0.31242,1.71927,2.5892,2.00514,0.00156798,0.00156798,0.00156798
8,56.4592,1.3534,1.62939,1.52664,0.77279,0.38392,0.57285,0.29647,1.65074,2.53222,1.84932,0.00155148,0.00155148,0.00155148
9,61.8516,1.39735,1.65768,1.55368,0.63456,0.61364,0.65226,0.37336,1.5227,2.10213,1.71716,0.00153497,0.00153497,0.00153497
10,67.1779,1.35243,1.59528,1.52021,0.65561,0.63636,0.72081,0.43479,1.52159,1.58123,1.71508,0.00151847,0.00151847,0.00151847
11,73.5503,1.30025,1.48733,1.4937,0.65248,0.47727,0.54763,0.31017,1.77631,1.71184,1.92817,0.00150197,0.00150197,0.00150197
12,79.5482,1.40132,1.51767,1.60131,0.64431,0.77273,0.6795,0.33721,1.5484,1.52052,1.74923,0.00148546,0.00148546,0.00148546
13,85.6958,1.31795,1.43653,1.4819,0.8746,0.72727,0.81386,0.49464,1.40604,1.4547,1.58549,0.00146896,0.00146896,0.00146896
14,91.9267,1.29613,1.37295,1.46026,0.59786,0.81818,0.71052,0.41064,1.4136,1.54756,1.76349,0.00145246,0.00145246,0.00145246
15,97.8844,1.2808,1.27784,1.46285,0.81212,0.74587,0.7858,0.48757,1.3419,1.32353,1.64965,0.00143595,0.00143595,0.00143595
16,104.252,1.29686,1.31802,1.50811,0.72963,0.65909,0.74319,0.41578,1.45872,1.55293,1.67274,0.00141945,0.00141945,0.00141945
17,110.24,1.26138,1.22879,1.46214,0.78876,0.68182,0.76366,0.50929,1.40225,1.22437,1.54377,0.00140295,0.00140295,0.00140295
18,116.905,1.2378,1.2512,1.4499,0.8072,0.77273,0.86165,0.571,1.22435,1.14735,1.46888,0.00138644,0.00138644,0.00138644
19,123.157,1.20133,1.20182,1.40074,0.71209,0.70455,0.8089,0.49382,1.2468,1.10085,1.54801,0.00136994,0.00136994,0.00136994
20,129.52,1.19834,1.19037,1.38898,0.66063,0.69854,0.69393,0.41737,1.36005,1.29733,1.52097,0.00135344,0.00135344,0.00135344
21,136.262,1.268,1.23644,1.47025,0.70598,0.73396,0.81142,0.50672,1.18169,1.19968,1.41322,0.00133693,0.00133693,0.00133693
22,143.025,1.20794,1.16251,1.39935,0.76242,0.65909,0.75532,0.42684,1.57065,1.24733,1.77429,0.00132043,0.00132043,0.00132043
23,149.741,1.2243,1.17637,1.42646,0.93895,0.81541,0.89949,0.56246,1.27728,0.98474,1.51715,0.00130393,0.00130393,0.00130393
24,156.791,1.1649,1.08391,1.37668,0.86553,0.84091,0.88928,0.57081,1.39437,0.96348,1.53869,0.00128742,0.00128742,0.00128742
25,163.434,1.10357,1.04024,1.35968,0.86163,0.8161,0.87379,0.5785,1.23043,0.99224,1.45879,0.00127092,0.00127092,0.00127092
26,169.913,1.13526,1.03175,1.35716,0.81959,0.84554,0.87439,0.60869,1.16365,0.93451,1.34891,0.00125442,0.00125442,0.00125442
27,174.731,1.14421,1.05663,1.37277,0.83734,0.75,0.84882,0.53402,1.24932,1.10015,1.4773,0.00123791,0.00123791,0.00123791
28,180.091,1.13776,1.01858,1.34379,0.81362,0.87661,0.89885,0.62495,1.16589,0.9358,1.43993,0.00122141,0.00122141,0.00122141
29,186.535,1.10185,0.99503,1.36394,0.84214,0.69981,0.81525,0.5819,1.0901,1.08421,1.34309,0.00120491,0.00120491,0.00120491
30,192.564,1.14877,0.95586,1.34766,0.75735,0.81818,0.83904,0.52696,1.20986,1.03537,1.35043,0.0011884,0.0011884,0.0011884
31,198.702,1.06568,0.95,1.29945,0.83891,0.81265,0.89639,0.61828,1.1945,0.94497,1.42714,0.0011719,0.0011719,0.0011719
32,204.855,1.0753,0.90981,1.31125,0.87089,0.86364,0.90698,0.59249,1.25336,0.92193,1.52118,0.0011554,0.0011554,0.0011554
33,211.093,1.07716,0.92952,1.32509,0.93255,0.75431,0.89487,0.60513,1.07916,0.96166,1.32117,0.00113889,0.00113889,0.00113889
34,217.58,1.06401,0.94979,1.29742,0.87694,0.87928,0.91458,0.66954,1.10953,0.76865,1.42926,0.00112239,0.00112239,0.00112239
35,224.159,1.0252,0.87402,1.2808,0.85614,0.88616,0.92727,0.64272,1.08319,0.81887,1.3386,0.00110589,0.00110589,0.00110589
36,230.486,1.05413,0.87218,1.28825,0.91696,0.90909,0.94059,0.70311,0.98591,0.73237,1.2602,0.00108938,0.00108938,0.00108938
37,236.717,1.06853,0.89906,1.30996,0.87075,0.86364,0.90695,0.62244,1.05926,0.85638,1.31435,0.00107288,0.00107288,0.00107288
38,241.993,1.08939,0.88889,1.31237,0.86558,0.90098,0.94089,0.63856,1.12626,0.77351,1.33807,0.00105638,0.00105638,0.00105638
39,246.77,1.0485,0.89318,1.28495,0.92191,0.80112,0.90878,0.66888,0.99904,0.85277,1.268,0.00103987,0.00103987,0.00103987
40,252.021,1.06754,0.88019,1.3081,0.94491,0.81818,0.93987,0.62876,1.14215,0.81471,1.35513,0.00102337,0.00102337,0.00102337
41,258.591,1.01654,0.79413,1.26377,0.84647,0.77273,0.82416,0.52463,1.45406,0.928,1.72751,0.00100687,0.00100687,0.00100687
42,264.268,0.98002,0.78597,1.25232,0.9187,0.86513,0.93183,0.66454,1.14435,0.77023,1.45644,0.000990365,0.000990365,0.000990365
43,270.694,1.00569,0.82967,1.26376,0.89757,0.92878,0.95494,0.64854,1.16778,0.73488,1.43575,0.000973861,0.000973861,0.000973861
44,276.484,0.97333,0.81433,1.21321,0.95946,0.85347,0.93174,0.64213,1.19861,0.72342,1.37673,0.000957358,0.000957358,0.000957358
45,282.747,0.98428,0.76036,1.26375,0.93232,0.93715,0.96223,0.69565,1.01228,0.70315,1.25427,0.000940855,0.000940855,0.000940855
46,288.746,0.99778,0.7857,1.28977,0.87961,0.88609,0.91823,0.60166,1.16359,0.76863,1.38001,0.000924352,0.000924352,0.000924352
47,294.828,0.99464,0.7679,1.22423,0.88142,0.90909,0.93275,0.63381,1.14246,0.7547,1.37905,0.000907848,0.000907848,0.000907848
48,300.797,1.01013,0.78046,1.25978,0.91441,0.80426,0.91264,0.60698,1.16997,0.77792,1.38515,0.000891345,0.000891345,0.000891345
49,307.147,0.99639,0.75707,1.27441,0.90694,0.93007,0.95538,0.64835,1.12624,0.68148,1.35234,0.000874842,0.000874842,0.000874842
50,313.33,0.966,0.78505,1.23146,0.94402,0.91571,0.97633,0.70955,1.09232,0.60961,1.31463,0.000858338,0.000858338,0.000858338
51,319.714,0.93269,0.71792,1.21037,0.90933,0.92276,0.95445,0.68182,1.10607,0.65539,1.33371,0.000841835,0.000841835,0.000841835
52,326.026,0.93571,0.73648,1.21927,0.92767,0.93096,0.9564,0.66641,1.11802,0.62352,1.39848,0.000825332,0.000825332,0.000825332
53,332.703,0.9223,0.73861,1.20932,0.86564,0.96005,0.96894,0.67961,1.10678,0.67902,1.33432,0.000808828,0.000808828,0.000808828
54,340.491,0.94925,0.74547,1.22542,0.90492,0.85475,0.94999,0.69491,1.01956,0.68772,1.33617,0.000792325,0.000792325,0.000792325
55,347.357,0.94977,0.71501,1.25842,0.89104,0.86364,0.92304,0.64721,1.11579,0.78612,1.38265,0.000775822,0.000775822,0.000775822
56,354.195,0.88918,0.70472,1.1783,0.89721,0.92425,0.95113,0.68601,1.11274,0.80155,1.40418,0.000759318,0.000759318,0.000759318
57,360.608,0.915,0.67968,1.21078,0.88755,0.87622,0.93976,0.63779,1.11821,0.80283,1.32662,0.000742815,0.000742815,0.000742815
58,365.76,0.90207,0.70424,1.20058,0.88371,0.93286,0.94881,0.66747,1.11289,0.64024,1.37606,0.000726312,0.000726312,0.000726312
59,371.415,0.93021,0.70562,1.22902,0.94635,0.90735,0.96544,0.67467,1.09331,0.66278,1.32088,0.000709809,0.000709809,0.000709809
60,377.462,0.87018,0.70046,1.19739,0.9067,0.95455,0.97221,0.67933,1.05198,0.63827,1.31445,0.000693305,0.000693305,0.000693305
61,383.918,0.9081,0.70507,1.22802,0.95651,0.83577,0.93214,0.65399,1.05432,0.79658,1.27655,0.000676802,0.000676802,0.000676802
62,390.393,0.86911,0.69543,1.19626,0.95873,0.95216,0.98838,0.72392,1.02248,0.57453,1.35156,0.000660299,0.000660299,0.000660299
63,396.501,0.90592,0.66769,1.19288,0.89526,0.90909,0.91658,0.63871,1.16143,0.64376,1.38272,0.000643795,0.000643795,0.000643795
64,403.769,0.89953,0.67987,1.20449,0.96367,0.89196,0.95212,0.66776,1.05957,0.70653,1.27881,0.000627292,0.000627292,0.000627292
65,409.814,0.88117,0.67832,1.18704,0.95798,0.97036,0.98491,0.70912,1.09831,0.60062,1.37676,0.000610789,0.000610789,0.000610789
66,415.9,0.84144,0.66808,1.18128,0.97802,0.90909,0.97657,0.66684,1.16428,0.61638,1.3761,0.000594286,0.000594286,0.000594286
67,422.746,0.85397,0.63096,1.18283,0.93488,0.96372,0.97953,0.70503,1.09704,0.63968,1.37653,0.000577782,0.000577782,0.000577782
68,429.297,0.81987,0.61325,1.13848,0.93575,0.88437,0.9599,0.68437,1.01831,0.67599,1.31273,0.000561279,0.000561279,0.000561279
69,435.478,0.83517,0.62999,1.16062,0.91409,0.87286,0.95185,0.6327,1.10811,0.69227,1.37658,0.000544776,0.000544776,0.000544776
70,440.52,0.83399,0.65373,1.18363,0.87286,0.92543,0.95039,0.65463,1.10796,0.61867,1.36301,0.000528272,0.000528272,0.000528272
71,445.483,0.84819,0.63549,1.17354,0.91207,0.9241,0.96941,0.67224,1.19772,0.62907,1.50405,0.000511769,0.000511769,0.000511769
72,451.064,0.83136,0.598,1.16767,0.85075,0.94981,0.9409,0.66105,1.13932,0.79846,1.41244,0.000495266,0.000495266,0.000495266
73,457.419,0.82311,0.60901,1.1382,0.95904,0.89204,0.94826,0.64169,1.17552,0.65699,1.40738,0.000478762,0.000478762,0.000478762
74,464.013,0.83582,0.61715,1.15629,0.95832,0.98658,0.99333,0.68816,1.09197,0.52955,1.33117,0.000462259,0.000462259,0.000462259
75,470.245,0.82291,0.59245,1.16485,0.94566,0.95455,0.97224,0.6863,1.10881,0.53455,1.30625,0.000445756,0.000445756,0.000445756
76,476.36,0.7721,0.57275,1.10814,0.94619,0.95466,0.98348,0.69658,1.06639,0.55917,1.30377,0.000429253,0.000429253,0.000429253
77,482.484,0.79668,0.58032,1.15367,0.92598,0.93182,0.9712,0.66634,1.14256,0.6301,1.39213,0.000412749,0.000412749,0.000412749
78,488.122,0.77149,0.56217,1.13396,0.91287,0.94757,0.98036,0.68799,1.12511,0.59794,1.34876,0.000396246,0.000396246,0.000396246
79,494.696,0.82056,0.59474,1.13989,0.93211,0.95455,0.98321,0.69188,1.0748,0.52437,1.28068,0.000379743,0.000379743,0.000379743
80,500.862,0.78488,0.57781,1.12757,0.91134,0.98353,0.98405,0.70566,1.07302,0.52301,1.2749,0.000363239,0.000363239,0.000363239
81,506.857,0.77277,0.56355,1.12763,0.91875,0.92494,0.97902,0.69535,1.0641,0.55876,1.27767,0.000346736,0.000346736,0.000346736
82,513.523,0.79527,0.58086,1.16413,0.95013,0.8866,0.9736,0.68376,1.08953,0.61041,1.31544,0.000330233,0.000330233,0.000330233
