epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.489,1.12928,2.94033,1.3956,0.00373,0.92753,0.71555,0.46758,0.87506,2.8407,1.30134,0.00043342,0.00043342,0.00043342
2,27.7056,1.27789,2.3026,1.52956,0.81778,0.20561,0.63237,0.32227,1.12334,2.43985,1.5089,0.000874763,0.000874763,0.000874763
3,35.4772,1.30235,2.11803,1.5559,0.64899,0.41217,0.44606,0.20915,1.48718,2.33508,1.90664,0.00130719,0.00130719,0.00130719
4,43.555,1.4073,2.12384,1.55889,0.28244,0.39078,0.27634,0.11439,2.05683,2.56466,2.39877,0.00161749,0.00161749,0.00161749
5,51.8754,1.47103,2.181,1.66075,0.37971,0.29471,0.22144,0.0796,2.31348,3.33697,2.61379,0.00160099,0.00160099,0.00160099
6,59.6763,1.4084,2.04436,1.56841,0.51731,0.3462,0.37243,0.14606,2.01842,2.74094,2.47857,0.00158448,0.00158448,0.00158448
7,67.6044,1.41281,1.98072,1.61319,0.23669,0.33827,0.18525,0.07486,2.34854,2.9022,2.71404,0.00156798,0.00156798,0.00156798
8,75.7927,1.39301,1.91006,1.57206,0.68681,0.44226,0.46977,0.22551,1.75651,2.39695,2.13737,0.00155148,0.00155148,0.00155148
9,83.6261,1.39641,1.7979,1.56052,0.66766,0.61199,0.65619,0.33894,1.5368,1.92876,1.85347,0.00153497,0.00153497,0.00153497
10,91.6203,1.31108,1.67786,1.49961,0.54889,0.6066,0.61337,0.34739,1.32313,2.16589,1.68797,0.00151847,0.00151847,0.00151847
11,99.3994,1.38975,1.71572,1.56805,0.56876,0.49925,0.54437,0.29648,1.55136,2.40301,1.92214,0.00150197,0.00150197,0.00150197
12,107.037,1.41913,1.68188,1.54019,0.61299,0.68326,0.65818,0.39031,1.33604,2.04197,1.67234,0.00148546,0.00148546,0.00148546
13,115.18,1.33676,1.61328,1.51576,0.64314,0.73612,0.72779,0.37861,1.45415,1.96809,1.75235,0.00146896,0.00146896,0.00146896
14,122.91,1.3279,1.57472,1.50083,0.66036,0.5259,0.60957,0.33362,1.47884,2.10974,1.77486,0.00145246,0.00145246,0.00145246
15,130.629,1.30899,1.59731,1.47565,0.7167,0.74141,0.72635,0.3959,1.31935,1.66782,1.64604,0.00143595,0.00143595,0.00143595
16,138.651,1.23991,1.51471,1.46468,0.75869,0.78651,0.76285,0.45441,1.25228,1.49204,1.58013,0.00141945,0.00141945,0.00141945
17,146.466,1.3321,1.53665,1.50359,0.78016,0.74123,0.76864,0.4734,1.28399,1.40563,1.59286,0.00140295,0.00140295,0.00140295
18,154.19,1.27717,1.47435,1.50857,0.59755,0.69064,0.75908,0.41118,1.46561,1.78466,1.77217,0.00138644,0.00138644,0.00138644
19,162.212,1.34877,1.48929,1.54259,0.714,0.6748,0.69778,0.41269,1.30949,1.58729,1.61918,0.00136994,0.00136994,0.00136994
20,170.318,1.24282,1.32438,1.42946,0.67939,0.67587,0.66117,0.38571,1.33599,1.59324,1.66721,0.00135344,0.00135344,0.00135344
21,178.657,1.26964,1.32436,1.41734,0.60734,0.74987,0.74969,0.44482,1.25977,1.39966,1.591,0.00133693,0.00133693,0.00133693
22,185.981,1.16587,1.25299,1.37937,0.79606,0.75693,0.82684,0.50175,1.19829,1.19947,1.49905,0.00132043,0.00132043,0.00132043
23,194.475,1.18188,1.3042,1.37838,0.56051,0.51299,0.51365,0.26751,1.57647,1.67013,1.81899,0.00130393,0.00130393,0.00130393
24,202.548,1.19107,1.18613,1.40179,0.7679,0.78737,0.83652,0.52395,1.23023,1.13131,1.55037,0.00128742,0.00128742,0.00128742
25,210.552,1.20823,1.27775,1.45266,0.821,0.75142,0.84536,0.48296,1.40007,1.14383,1.66905,0.00127092,0.00127092,0.00127092
26,218.624,1.17714,1.25587,1.37756,0.88779,0.68153,0.82145,0.5333,1.17494,1.13654,1.4811,0.00125442,0.00125442,0.00125442
27,226.255,1.17169,1.1328,1.3939,0.7372,0.73314,0.79182,0.51464,1.17877,1.16489,1.492,0.00123791,0.00123791,0.00123791
28,234.189,1.1739,1.14717,1.36653,0.66441,0.66641,0.6738,0.39631,1.41743,1.47747,1.70649,0.00122141,0.00122141,0.00122141
29,242.439,1.19122,1.16316,1.38761,0.82092,0.79774,0.85083,0.49175,1.3502,1.14802,1.6701,0.00120491,0.00120491,0.00120491
30,250.398,1.16279,1.11503,1.39402,0.81867,0.8191,0.86895,0.50987,1.33642,1.07809,1.67307,0.0011884,0.0011884,0.0011884
31,258.224,1.12268,1.0515,1.35195,0.75578,0.71034,0.76089,0.48932,1.18575,1.26112,1.49258,0.0011719,0.0011719,0.0011719
32,266.423,1.08353,1.09532,1.31613,0.76181,0.76546,0.80389,0.47606,1.37326,1.22671,1.73694,0.0011554,0.0011554,0.0011554
33,274.613,1.11634,1.06857,1.34366,0.81062,0.74064,0.82315,0.51336,1.2432,1.12854,1.57352,0.00113889,0.00113889,0.00113889
34,282.583,1.11094,1.0919,1.37298,0.80149,0.64016,0.6926,0.40963,1.45258,1.42315,1.81854,0.00112239,0.00112239,0.00112239
35,290.261,1.11848,1.11961,1.36813,0.88315,0.78184,0.85403,0.52979,1.22364,0.99175,1.51868,0.00110589,0.00110589,0.00110589
36,298.445,1.05434,0.99099,1.28485,0.84081,0.75313,0.84661,0.52702,1.2345,1.07979,1.51432,0.00108938,0.00108938,0.00108938
37,306.676,1.0906,0.98801,1.34981,0.83332,0.76815,0.86117,0.53942,1.21401,1.05637,1.51427,0.00107288,0.00107288,0.00107288
38,314.482,1.06301,0.96028,1.32648,0.85181,0.87399,0.9017,0.57123,1.19,0.93983,1.48381,0.00105638,0.00105638,0.00105638
39,322.414,1.09091,1.0051,1.3261,0.81223,0.75428,0.78875,0.50818,1.22906,0.9943,1.53084,0.00103987,0.00103987,0.00103987
40,330.33,1.02757,0.97054,1.28564,0.81503,0.80192,0.86106,0.55507,1.19742,0.9201,1.51885,0.00102337,0.00102337,0.00102337
41,338.808,1.07164,0.93499,1.33099,0.88046,0.82322,0.85416,0.52309,1.32611,0.9627,1.6775,0.00100687,0.00100687,0.00100687
