epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.31795,1.14081,2.82135,1.41334,0.00367,0.8125,0.42071,0.25196,1.13743,2.64831,1.58663,0.000542114,0.000542114,0.000542114
2,13.9744,1.30487,2.11796,1.52021,0.47139,0.33179,0.41259,0.18679,1.46337,2.51942,2.06022,0.00109235,0.00109235,0.00109235
3,19.874,1.37998,2.10863,1.57618,0.32117,0.375,0.34568,0.18354,1.6306,2.30632,2.3193,0.00163708,0.00163708,0.00163708
4,25.6387,1.43251,2.06079,1.59822,0.91446,0.375,0.52205,0.25462,1.46798,2.48604,2.16721,0.00164225,0.00164225,0.00164225
5,31.6538,1.45661,1.95815,1.61081,0.24166,0.46875,0.23591,0.10155,2.05081,3.11149,2.40075,0.00163399,0.00163399,0.00163399
6,37.4494,1.42969,1.84363,1.55698,0.5303,0.39062,0.54854,0.25349,1.85922,2.52384,2.28041,0.00162574,0.00162574,0.00162574
7,42.9053,1.36132,1.77496,1.53059,0.74077,0.35938,0.48884,0.2051,1.62445,2.3346,2.07386,0.00161749,0.00161749,0.00161749
8,49.0431,1.35367,1.71525,1.51458,0.51784,0.46875,0.46908,0.21185,1.79898,2.15946,2.22191,0.00160924,0.00160924,0.00160924
9,54.7297,1.359,1.61601,1.52466,0.4714,0.56077,0.52771,0.23889,1.7152,1.98191,2.21406,0.00160099,0.00160099,0.00160099
10,60.386,1.39108,1.57367,1.53623,0.53955,0.61676,0.52866,0.26195,1.56647,2.82948,2.05619,0.00159274,0.00159274,0.00159274
11,66.5083,1.41533,1.59675,1.55495,0.67932,0.77587,0.79258,0.38141,1.6975,1.72247,2.04907,0.00158448,0.00158448,0.00158448
12,72.2084,1.34323,1.52521,1.52361,0.46942,0.71875,0.60285,0.35558,1.4795,1.52671,1.89825,0.00157623,0.00157623,0.00157623
13,77.841,1.30947,1.46891,1.49467,0.66452,0.49394,0.64244,0.36663,1.49957,1.71143,1.91569,0.00156798,0.00156798,0.00156798
14,83.32,1.31309,1.3477,1.50137,0.56919,0.76562,0.69683,0.30299,1.78062,1.57206,2.09366,0.00155973,0.00155973,0.00155973
15,89.1272,1.30832,1.34476,1.47066,0.5821,0.68265,0.66297,0.32908,1.69897,1.59591,2.07691,0.00155148,0.00155148,0.00155148
16,94.584,1.26334,1.34846,1.46133,0.74283,0.60938,0.74485,0.37341,1.49386,1.31515,1.9268,0.00154323,0.00154323,0.00154323
17,100.219,1.27973,1.34338,1.44863,0.68012,0.67225,0.71647,0.42084,1.39928,1.30596,1.72343,0.00153497,0.00153497,0.00153497
18,105.744,1.25408,1.22244,1.42973,0.79079,0.875,0.85908,0.48511,1.42606,1.16194,1.77029,0.00152672,0.00152672,0.00152672
19,111.52,1.31408,1.25774,1.49019,0.85843,0.75742,0.87089,0.48905,1.37038,1.1867,1.7805,0.00151847,0.00151847,0.00151847
20,117.654,1.19964,1.13824,1.40131,0.69315,0.65625,0.65495,0.38892,1.34661,1.61266,1.69622,0.00151022,0.00151022,0.00151022
