epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.45828,1.07762,2.82104,1.37039,0.80083,0.15114,0.53883,0.30987,1.13706,2.74097,1.49992,0.000542437,0.000542437,0.000542437
2,12.5929,1.33497,2.16906,1.55023,0.58782,0.53111,0.6113,0.30576,1.58943,2.38666,2.13418,0.00108723,0.00108723,0.00108723
3,18.4394,1.39706,2.14939,1.5927,0.35501,0.53088,0.32202,0.1635,2.07805,2.8477,2.19536,0.00162103,0.00162103,0.00162103
4,25.018,1.4861,2.18815,1.68845,0.42841,0.43971,0.4361,0.21277,1.57393,3.17672,1.95216,0.00161749,0.00161749,0.00161749
5,31.212,1.42142,1.99227,1.60992,0.78387,0.44412,0.55643,0.27174,1.68996,2.9319,1.92548,0.00160099,0.00160099,0.00160099
6,37.4342,1.35459,1.89987,1.51293,0.53297,0.77137,0.63851,0.30954,1.38321,2.01508,1.66023,0.00158448,0.00158448,0.00158448
7,43.1973,1.37006,1.72891,1.5556,0.42252,0.55986,0.4339,0.19293,1.71752,2.80491,2.25259,0.00156798,0.00156798,0.00156798
8,49.1106,1.36809,1.68442,1.54033,0.4697,0.51912,0.44337,0.21388,1.53256,3.37698,1.89936,0.00155148,0.00155148,0.00155148
9,55.1698,1.40569,1.73197,1.5797,0.61495,0.69455,0.71008,0.39958,1.51073,2.31934,1.76131,0.00153497,0.00153497,0.00153497
10,61.853,1.40237,1.61006,1.55956,0.67948,0.72353,0.65112,0.34537,1.75083,1.89989,2.01529,0.00151847,0.00151847,0.00151847
11,67.7867,1.34781,1.64662,1.54199,0.59033,0.56625,0.5947,0.32012,1.43914,2.52793,1.64552,0.00150197,0.00150197,0.00150197
12,74.6271,1.32313,1.49352,1.52571,0.81462,0.52353,0.70475,0.40267,1.58904,2.00385,1.91877,0.00148546,0.00148546,0.00148546
13,81.8363,1.36693,1.44266,1.52941,0.7164,0.61503,0.68328,0.38542,1.51175,1.60673,1.67994,0.00146896,0.00146896,0.00146896
